,Id,tarih,mevsim,yıl,ay,tatil günü mü,gün,iş günü mü,havadurumu,hava sıcaklığı,hissedilen hava sıcaklığı,nem,rüzgar hızı,kiralanan bisiklet sayısı
251,252,2011-09-09,sonbahar,2011,9,0,5,1,2,26.650000000000000,28.9473,89.79170000000000,8.333393,3544
252,253,2011-09-10,sonbahar,2011,9,0,6,0,1,27.060000000000000,30.3981,75.375,10.291736,5345
253,254,2011-09-11,sonbahar,2011,9,0,0,0,1,26.786653000000000,30.46145,71.375,7.7086180000000000,5046
254,255,2011-09-12,sonbahar,2011,9,0,1,1,1,26.418268000000000,30.106500000000000,69.2174,5.957171000000000,4713
255,256,2011-09-13,sonbahar,2011,9,0,2,1,1,26.684153,30.1777,71.25,9.500868000000000,4763
256,257,2011-09-14,sonbahar,2011,9,0,3,1,1,27.606653000000000,31.345,69.7083,11.2091,4785
257,258,2011-09-15,sonbahar,2011,9,0,4,1,2,23.677500000000000,27.68355,70.9167,18.166782,3659
258,259,2011-09-16,sonbahar,2011,9,0,5,1,2,19.235847,23.07375,59.0417,11.000261,4760
259,260,2011-09-17,sonbahar,2011,9,0,6,0,2,20.158347,23.9256,71.8333,12.708225,4511
260,261,2011-09-18,sonbahar,2011,9,0,0,0,1,20.807500000000000,24.52685,69.5,11.958361,4274
261,262,2011-09-19,sonbahar,2011,9,0,1,1,2,22.515847000000000,26.48375,69.0,10.166714,4539
262,263,2011-09-20,sonbahar,2011,9,0,2,1,2,23.028347,26.610850000000000,88.125,9.041918000000000,3641
263,264,2011-09-21,sonbahar,2011,9,0,3,1,2,24.395,27.526650000000000,90.0,6.4590814,4352
264,265,2011-09-22,sonbahar,2011,9,0,4,1,2,?,27.74815,90.2083,8.584375,4795
265,266,2011-09-23,kış,2011,9,0,5,1,2,24.975847,26.106250000000000,97.25,5.2505689,2395
266,267,2011-09-24,kış,2011,9,0,6,0,2,24.873347,28.2206,86.25,5.2516811,5423
267,268,2011-09-25,kış,2011,9,0,0,0,2,26.000847,28.631850000000000,84.5,3.3754064,5010
268,269,2011-09-26,kış,2011,9,0,1,1,2,26.615847000000000,29.452100000000000,84.8333,7.4169,4630
269,270,2011-09-27,kış,2011,9,0,2,1,2,26.103347,28.726250000000000,88.5417,7.917457,4120
270,271,2011-09-28,kış,2011,9,0,3,1,2,26.035,28.757900000000000,84.875,9.958143,3907
271,272,2011-09-29,kış,2011,9,0,4,1,1,25.283347,28.7256,69.91670000000000,11.583161000000000,4839
272,273,2011-09-30,kış,2011,9,0,5,1,1,23.130847,27.24145,64.75,13.833825,5202
273,274,2011-10-01,kış,2011,10,0,6,0,2,16.81,20.643150000000000,75.375,19.583832,2429
274,275,2011-10-02,kış,2011,10,0,0,0,2,14.623347,17.26585,79.1667,14.874871,2918
275,276,2011-10-03,kış,2011,10,0,1,1,2,15.750847000000000,19.6023,76.0833,5.584168600000000,3570
276,277,2011-10-04,kış,2011,10,0,2,1,1,19.850847,23.6429,71.0,13.792218,4456
277,278,2011-10-05,kış,2011,10,0,3,1,1,22.071653000000000,26.3569,64.79170000000000,11.87575,4826
278,279,2011-10-06,kış,2011,10,0,4,1,1,20.260847000000000,24.02125,62.083300000000000,9.041918000000000,4765
279,280,2011-10-07,kış,2011,10,0,5,1,1,20.944153,25.2202,68.41670000000000,1.5002439,4985
280,281,2011-10-08,kış,2011,10,0,6,0,1,21.388347,25.6621,70.125,3.0420814,5409
281,282,2011-10-09,kış,2011,10,0,0,0,1,22.174153,26.19915,72.75,4.251150000000000,5511
282,283,2011-10-10,kış,2011,10,1,1,0,1,23.404153,27.14625,73.375,2.8343814,5117
283,284,2011-10-11,kış,2011,10,0,2,1,2,23.233347000000000,27.3048,80.875,9.583814,4563
284,285,2011-10-12,kış,2011,10,0,3,1,3,22.276653,25.885850000000000,90.625,16.62605,2416
285,286,2011-10-13,kış,2011,10,0,4,1,2,24.155847,27.5902,89.6667,9.499729,2913
286,287,2011-10-14,kış,2011,10,0,5,1,2,22.584153,26.48375,71.625,15.000161,3644
287,288,2011-10-15,kış,2011,10,0,6,0,1,20.773347000000000,24.936250000000000,48.3333,17.291561,5217
288,289,2011-10-16,kış,2011,10,0,0,0,1,20.978347,25.1577,48.6667,18.875039,5041
289,290,2011-10-17,kış,2011,10,0,1,1,1,21.900847000000000,25.53625,57.958300000000000,11.750393,4570
290,291,2011-10-18,kış,2011,10,0,2,1,2,21.8325,26.13605,70.1667,7.3758290000000000,4748
291,292,2011-10-19,kış,2011,10,0,3,1,3,22.211299000000000,25.6924,89.52170000000000,16.303713,2424
292,293,2011-10-20,kış,2011,10,0,4,1,1,19.509153,23.32625,63.625,28.292425,4195
293,294,2011-10-21,kış,2011,10,0,5,1,1,17.5275,21.1798,57.4167,14.833532,4304
294,295,2011-10-22,kış,2011,10,0,6,0,1,17.322500000000000,21.2746,62.916700000000000,6.208668900000000,4308
295,296,2011-10-23,kış,2011,10,0,0,0,1,17.288347,21.11665,74.125,6.6673375,4381
296,297,2011-10-24,kış,2011,10,0,1,1,1,18.996653,22.85335,77.2083,7.959064000000000,4187
297,298,2011-10-25,kış,2011,10,0,2,1,1,19.338347,23.16875,62.291700000000000,11.166086,4687
298,299,2011-10-26,kış,2011,10,0,3,1,2,19.850847,23.6423,72.04170000000000,9.959014,3894
299,300,2011-10-27,kış,2011,10,0,4,1,2,19.27,22.8523,81.2917,13.250121000000000,2659
300,301,2011-10-28,kış,2011,10,0,5,1,2,13.564153,15.9406,58.58330000000000,15.375093,3747
301,302,2011-10-29,kış,2011,10,0,6,0,3,10.420847000000000,11.39565,88.25,23.541857,627
302,303,2011-10-30,kış,2011,10,0,0,0,1,13.085847000000000,16.06645,62.375,11.833339,3331
303,304,2011-10-31,kış,2011,10,0,1,1,1,13.940000000000000,17.803150000000000,70.3333,7.12545,3669
304,305,2011-11-01,kış,2011,11,0,2,1,1,16.434153,19.8544,68.375,9.083257,4068
305,306,2011-11-02,kış,2011,11,0,3,1,1,15.477500000000000,19.50665,71.875,5.500143900000000,4186
306,307,2011-11-03,kış,2011,11,0,4,1,1,16.741653,20.296050000000000,70.20830000000000,9.166739,3974
307,308,2011-11-04,kış,2011,11,0,5,1,2,16.536653,20.169600000000000,62.25000000000000,18.209193,4046
308,309,2011-11-05,kış,2011,11,0,6,0,1,13.393347000000000,16.1927,51.916700000000000,12.667154000000000,3926
309,310,2011-11-06,kış,2011,11,0,0,0,1,14.281653,18.117900000000000,73.4583,6.167631400000000,3649
310,311,2011-11-07,kış,2011,11,0,1,1,1,16.195,20.04355,75.875,3.834075,4035
311,312,2011-11-08,kış,2011,11,0,2,1,1,16.741653,20.6123,72.1667,4.6255125,4205
312,313,2011-11-09,kış,2011,11,0,3,1,1,?,20.45395,75.83330000000000,4.1671186,4109
313,314,2011-11-10,kış,2011,11,0,4,1,2,15.58,18.68605,81.3333,12.667489000000000,2933
314,315,2011-11-11,kış,2011,11,1,5,0,1,13.290847,15.34085,44.625,21.083225,3368
315,316,2011-11-12,kış,2011,11,0,6,0,1,14.623347,17.8971,55.2917,14.208154,4067
316,317,2011-11-13,kış,2011,11,0,0,0,1,18.074153,21.5275,45.8333,18.875307,3717
317,318,2011-11-14,kış,2011,11,0,1,1,1,21.73,26.2306,58.7083,20.541932,4486
318,319,2011-11-15,kış,2011,11,0,2,1,2,21.73,25.37895,68.875,13.375411,4195
319,320,2011-11-16,kış,2011,11,0,3,1,3,18.723347,22.5994,93.0,9.167543,1817
320,321,2011-11-17,kış,2011,11,0,4,1,2,14.008347,16.16105,57.5833,20.459254000000000,3053
321,322,2011-11-18,kış,2011,11,0,5,1,1,11.240847,13.63605,41.0,11.291711,3392
322,323,2011-11-19,kış,2011,11,0,6,0,1,13.495847,16.224150000000000,50.208300000000000,15.041232,3663
323,324,2011-11-20,kış,2011,11,0,0,0,2,18.996653,22.8529,68.4583,12.45865,3520
324,325,2011-11-21,kış,2011,11,0,1,1,3,18.3475,22.2531,91.0,9.249618,2765
325,326,2011-11-22,kış,2011,11,0,2,1,3,17.083347,21.0848,96.25,7.959064000000000,1607
326,327,2011-11-23,kış,2011,11,0,3,1,2,18.074153,21.52685,75.79170000000000,22.500275,2566
327,328,2011-11-24,kış,2011,11,1,4,0,1,15.306653000000000,18.62355,54.9167,11.209368000000000,1495
328,329,2011-11-25,kış,2011,11,0,5,1,1,15.375,19.033550000000000,64.375,6.6260186,2792
329,330,2011-11-26,kış,2011,11,0,6,0,1,?,19.254350000000000,68.1667,4.5841936,3068
330,331,2011-11-27,kış,2011,11,0,0,0,1,18.825847,22.79,69.8333,13.999918,3071
331,332,2011-11-28,kış,2011,11,0,1,1,1,20.642598,24.5061,74.3043,9.522174,3867
332,333,2011-11-29,kış,2011,11,0,2,1,2,18.791653,22.56875,83.08330000000000,17.292164,2914
333,334,2011-11-30,kış,2011,11,0,3,1,1,13.325000000000000,15.561050000000000,61.3333,18.167586,3613
334,335,2011-12-01,kış,2011,12,0,4,1,1,12.8125,15.2777,52.4583,14.750586,3727
335,336,2011-12-02,kış,2011,12,0,5,1,1,12.880847000000000,16.571650000000000,62.583300000000000,6.750518,3940
336,337,2011-12-03,kış,2011,12,0,6,0,1,12.265847,15.530200000000000,61.291700000000000,6.4174811,3614
337,338,2011-12-04,kış,2011,12,0,0,0,1,13.564153,17.455000000000000,77.5833,5.625206100000000,3485
338,339,2011-12-05,kış,2011,12,0,1,1,2,15.819153,19.696250000000000,82.70830000000000,4.1679561000000000,3811
339,340,2011-12-06,kış,2011,12,0,2,1,3,18.962500000000000,22.82,94.9583,15.583061000000000,2594
340,341,2011-12-07,kış,2011,12,0,3,1,3,16.81,20.0123,97.04170000000000,17.833725,705
341,342,2011-12-08,kış,2011,12,0,4,1,1,10.899153,12.8469,58.00000000000000,16.083886,3322
342,343,2011-12-09,kış,2011,12,0,5,1,1,11.924153,15.877100000000000,69.58330000000000,5.5420189000000000,3620
343,344,2011-12-10,kış,2011,12,0,6,0,1,11.275,13.320600000000000,50.75000000000000,15.625807,3190
344,345,2011-12-11,kış,2011,12,0,0,0,1,9.054153,12.6577,49.0,4.458293900000000,2743
345,346,2011-12-12,kış,2011,12,0,1,1,1,9.771653000000000,13.5098,67.08330000000000,4.251150000000000,3310
346,347,2011-12-13,kış,2011,12,0,2,1,1,11.5825,15.0569,59.0,9.41685,3523
347,348,2011-12-14,kış,2011,12,0,3,1,2,13.0175,16.9181,66.375,4.0842061,3740
348,349,2011-12-15,kış,2011,12,0,4,1,2,17.322500000000000,20.611850000000000,63.416700000000000,17.958814,3709
349,350,2011-12-16,kış,2011,12,0,5,1,2,15.375,17.99125,50.0417,17.458525,3577
350,351,2011-12-17,kış,2011,12,0,6,0,2,10.591653000000000,12.46855,56.0833,16.292189,2739
351,352,2011-12-18,kış,2011,12,0,0,0,1,?,12.27895,58.62500000000000,11.375193,2431
352,353,2011-12-19,kış,2011,12,0,1,1,1,11.343347,14.04665,63.75000000000000,11.584032000000000,3403
353,354,2011-12-20,kış,2011,12,0,2,1,2,15.819153,19.822700000000000,59.5417,4.125243600000000,3750
354,355,2011-12-21,bahar,2011,12,0,3,1,2,17.561653,21.40085,85.83330000000000,14.8338,2660
355,356,2011-12-22,bahar,2011,12,0,4,1,2,17.356653,21.306050000000000,75.75,3.1674250000000000,3068
356,357,2011-12-23,bahar,2011,12,0,5,1,1,15.306653000000000,18.87565,68.625,18.374482,2209
357,358,2011-12-24,bahar,2011,12,0,6,0,1,12.4025,14.9621,54.25,12.750368,1011
358,359,2011-12-25,bahar,2011,12,0,0,0,1,11.266103,13.998050000000000,68.13040000000000,10.391097,754
359,360,2011-12-26,bahar,2011,12,1,1,0,1,13.191299,15.77675,50.6957,16.044155,1317
360,361,2011-12-27,bahar,2011,12,0,2,1,2,13.325000000000000,16.38165,76.25,12.62615,1162
361,362,2011-12-28,bahar,2011,12,0,3,1,1,12.264330000000000,13.9987,50.39130000000000,19.695387,2302
362,363,2011-12-29,bahar,2011,12,0,4,1,1,10.181653,13.194600000000000,57.4167,8.000604,2423
363,364,2011-12-30,bahar,2011,12,0,5,1,1,12.778347000000000,15.9406,63.6667,9.000579000000000,2999
364,365,2011-12-31,bahar,2011,12,0,6,0,1,16.81,20.70605,61.583300000000000,14.750318,2485
365,366,2012-01-01,bahar,2012,1,0,0,0,1,15.17,18.78105,69.25,12.875189,2294
366,367,2012-01-02,bahar,2012,1,1,1,0,1,11.194763,12.615200000000000,38.130400000000000,22.087555,1951
367,368,2012-01-03,bahar,2012,1,0,2,1,1,6.1500000000000000,6.31375,44.125,24.499957000000000,2236
368,369,2012-01-04,bahar,2012,1,0,3,1,2,4.4075,5.966850000000000,41.4583,12.3749,2368
369,370,2012-01-05,bahar,2012,1,0,4,1,1,10.899153,13.9206,52.416700000000000,8.709129000000000,3272
370,371,2012-01-06,bahar,2012,1,0,5,1,1,13.700847,17.01335,54.2083,11.249836,4098
371,372,2012-01-07,bahar,2012,1,0,6,0,1,16.126653,19.53895,53.1667,11.708786,4521
372,373,2012-01-08,bahar,2012,1,0,0,0,1,13.8375,17.012900000000000,46.5,12.833314000000000,3425
373,374,2012-01-09,bahar,2012,1,0,1,1,2,9.190847,12.37395,70.1667,6.6263000000000000,2376
374,375,2012-01-10,bahar,2012,1,0,2,1,1,12.656536000000000,15.9413,64.65220000000000,12.565984,3598
375,376,2012-01-11,bahar,2012,1,0,3,1,2,11.240847,14.14105,84.75,8.791807,2177
376,377,2012-01-12,bahar,2012,1,0,4,1,2,15.682500000000000,19.0969,80.2917,12.124789000000000,4097
377,378,2012-01-13,bahar,2012,1,0,5,1,1,11.240847,12.4681,50.75000000000000,25.333236,3214
378,379,2012-01-14,bahar,2012,1,0,6,0,1,7.38,9.15435,45.75,12.541261000000000,2493
379,380,2012-01-15,bahar,2012,1,0,0,0,1,6.833347000000000,8.081250000000000,41.9167,16.834286,2311
380,381,2012-01-16,bahar,2012,1,1,1,0,1,7.79,9.53315,52.25,15.500986,2298
381,382,2012-01-17,bahar,2012,1,0,2,1,2,15.294763000000000,18.213900000000000,71.6087,23.39171,2935
382,383,2012-01-18,bahar,2012,1,0,3,1,1,12.436653000000000,13.7627,44.333300000000000,27.833743,3376
383,384,2012-01-19,bahar,2012,1,0,4,1,1,7.79,9.501900000000000,49.75,14.750586,3292
384,385,2012-01-20,bahar,2012,1,0,5,1,2,8.9175,11.047900000000000,45.0,13.58425,3163
385,386,2012-01-21,bahar,2012,1,0,6,0,2,7.106653,8.74375,83.125,14.917014,1301
386,387,2012-01-22,bahar,2012,1,0,0,0,2,6.6625000000000000,8.1125,79.625,13.375746000000000,1977
387,388,2012-01-23,bahar,2012,1,0,1,1,2,8.951653,12.152900000000000,91.125,7.4174360000000000,2432
388,389,2012-01-24,bahar,2012,1,0,2,1,1,14.0425,17.455400000000000,83.58330000000000,8.292389,4339
389,390,2012-01-25,bahar,2012,1,0,3,1,1,12.060847,14.74105,64.375,10.791757000000000,4270
390,391,2012-01-26,bahar,2012,1,0,4,1,2,14.008347,17.8025,76.95830000000000,4.917518600000000,4075
391,392,2012-01-27,bahar,2012,1,0,5,1,2,17.425,20.76915,74.125,22.958689,3456
392,393,2012-01-28,bahar,2012,1,0,6,0,1,?,16.318950000000000,54.333300000000000,14.125543000000000,4023
393,394,2012-01-29,bahar,2012,1,0,0,0,1,11.5825,13.63605,31.125000000000000,16.08335,3243
394,395,2012-01-30,bahar,2012,1,0,1,1,1,11.035847,13.13125,40.0833,14.458064,3624
395,396,2012-01-31,bahar,2012,1,0,2,1,1,15.99,19.06585,41.6667,17.541739,4509
396,397,2012-02-01,bahar,2012,2,0,3,1,1,19.235847,23.326900000000000,50.79170000000000,12.667489000000000,4579
397,398,2012-02-02,bahar,2012,2,0,4,1,2,16.365847,19.94855,67.29170000000000,12.541529000000000,3761
398,399,2012-02-03,bahar,2012,2,0,5,1,1,12.846653000000000,15.4673,52.6667,11.959232000000000,4151
399,400,2012-02-04,bahar,2012,2,0,6,0,2,10.830847000000000,13.63625,77.95830000000000,8.167032,2832
400,401,2012-02-05,bahar,2012,2,0,0,0,2,10.899153,13.22605,68.7917,11.791732000000000,2947
401,402,2012-02-06,bahar,2012,2,0,1,1,1,11.586969,14.8213,62.2174,10.304600000000000,3784
402,403,2012-02-07,bahar,2012,2,0,2,1,1,14.520847,18.0552,49.625,9.874393000000000,4375
403,404,2012-02-08,bahar,2012,2,0,3,1,2,10.523347000000000,13.321050000000000,72.2917,8.959307,2802
404,405,2012-02-09,bahar,2012,2,0,4,1,1,10.865,13.0994,56.2083,13.000479000000000,3830
405,406,2012-02-10,bahar,2012,2,0,5,1,2,11.514153,14.6779,54.0,7.834243,3831
406,407,2012-02-11,bahar,2012,2,0,6,0,3,9.190847,10.54335,73.125,19.416332,2169
407,408,2012-02-12,bahar,2012,2,0,0,0,1,5.2275,5.0829000000000000,46.458300000000000,27.417204000000000,1529
408,409,2012-02-13,bahar,2012,2,0,1,1,1,9.1225,11.39565,41.125,11.207961,3422
409,410,2012-02-14,bahar,2012,2,0,2,1,2,13.085847000000000,16.697300000000000,50.875,9.458993,3922
410,411,2012-02-15,bahar,2012,2,0,3,1,1,14.281653,17.581450000000000,53.125,12.167200000000000,4169
411,412,2012-02-16,bahar,2012,2,0,4,1,2,12.983347000000000,16.5081,75.2917,6.125475000000000,3005
412,413,2012-02-17,bahar,2012,2,0,5,1,1,14.076653,17.581450000000000,63.4583,13.791682,4154
413,414,2012-02-18,bahar,2012,2,0,6,0,1,14.213347,17.77125,53.4583,12.792243,4318
414,415,2012-02-19,bahar,2012,2,0,0,0,2,11.48,13.2894,51.5833,16.958504,2689
415,416,2012-02-20,bahar,2012,2,1,1,0,1,11.48,13.66955,50.7826,15.348561000000000,3129
416,417,2012-02-21,bahar,2012,2,0,2,1,1,11.800866000000000,14.755650000000000,59.434800000000000,13.783039,3777
417,418,2012-02-22,bahar,2012,2,0,3,1,1,16.229153,19.63335,56.7917,15.709557,4773
418,419,2012-02-23,bahar,2012,2,0,4,1,1,18.620847000000000,22.2223,55.45830000000000,12.791171,5062
419,420,2012-02-24,bahar,2012,2,0,5,1,2,16.7075,20.548550000000000,73.75,15.916989,3487
420,421,2012-02-25,bahar,2012,2,0,6,0,1,11.924153,12.78375,39.5833,28.250014,2732
421,422,2012-02-26,bahar,2012,2,0,0,0,1,11.445847,13.4154,41.0,13.750343000000000,3389
422,423,2012-02-27,bahar,2012,2,0,1,1,1,15.033347000000000,17.8977,49.0833,17.958211,4322
423,424,2012-02-28,bahar,2012,2,0,2,1,1,14.725847,17.67625,39.5833,12.958939,4363
424,425,2012-02-29,bahar,2012,2,0,3,1,2,14.118268000000000,17.4235,80.4783,12.000839,1834
425,426,2012-03-01,bahar,2012,3,0,4,1,1,19.919153,23.768550000000000,61.5417,15.208129,4990
426,427,2012-03-02,bahar,2012,3,0,5,1,2,14.486653,17.9921,65.7083,9.708568,3194
427,428,2012-03-03,bahar,2012,3,0,6,0,2,16.980847,20.6746,62.125,10.792293,4066
428,429,2012-03-04,bahar,2012,3,0,0,0,1,13.359153,15.15105,40.3333,22.416257,3423
429,430,2012-03-05,bahar,2012,3,0,1,1,1,9.976653000000000,12.05855,50.625,15.333486,3333
430,431,2012-03-06,bahar,2012,3,0,2,1,1,?,12.752100000000000,45.6667,13.458625,3956
431,432,2012-03-07,bahar,2012,3,0,3,1,1,16.570847,19.255,51.3333,23.167193,4916
432,433,2012-03-08,bahar,2012,3,0,4,1,1,21.627500000000000,26.230200000000000,56.75,29.584721,5382
433,434,2012-03-09,bahar,2012,3,0,5,1,2,16.844153,19.85415,40.708300000000000,27.7916,4569
434,435,2012-03-10,bahar,2012,3,0,6,0,1,11.7875,13.888350000000000,35.041700000000000,15.125250000000000,4118
435,436,2012-03-11,bahar,2012,3,0,0,0,1,14.831299,17.9835,47.695700000000000,14.913329,4911
436,437,2012-03-12,bahar,2012,3,0,1,1,1,19.133347,22.9796,48.9167,13.916771,5298
437,438,2012-03-13,bahar,2012,3,0,2,1,1,23.165,27.14645,61.75000000000000,15.87565,5847
438,439,2012-03-14,bahar,2012,3,0,3,1,1,23.4725,27.43085,50.708300000000000,7.709154000000000,6312
439,440,2012-03-15,bahar,2012,3,0,4,1,1,22.857500000000000,26.64125,57.958300000000000,10.042161,6192
440,441,2012-03-16,bahar,2012,3,0,5,1,2,17.869153000000000,21.81145,84.20830000000000,7.583864,4378
441,442,2012-03-17,bahar,2012,3,0,6,0,2,21.080847000000000,25.252300000000000,75.5833,7.417168,7836
442,443,2012-03-18,bahar,2012,3,0,0,0,2,19.3725,23.2,81.0,8.501161,5892
443,444,2012-03-19,bahar,2012,3,0,1,1,1,22.345000000000000,26.64105,72.875,10.875239,6153
444,445,2012-03-20,bahar,2012,3,0,2,1,1,22.994153,26.926650000000000,80.7917,8.125157,6093
445,446,2012-03-21,yaz,2012,3,0,3,1,2,21.798347,25.6629,82.125,6.0004061,6230
446,447,2012-03-22,yaz,2012,3,0,4,1,1,22.720847,26.57835,83.125,7.876654000000000,6871
447,448,2012-03-23,yaz,2012,3,0,5,1,2,24.668347000000000,28.50335,69.41670000000000,7.7921000000000000,8362
448,449,2012-03-24,yaz,2012,3,0,6,0,2,20.6025,24.33665,88.5417,12.916461000000000,3372
449,450,2012-03-25,yaz,2012,3,0,0,0,2,17.9375,21.874400000000000,88.0833,14.791925000000000,4996
450,451,2012-03-26,yaz,2012,3,0,1,1,1,18.279153,21.9375,47.7917,25.917007,5558
451,452,2012-03-27,yaz,2012,3,0,2,1,1,13.256653,15.7827,29.000000000000000,12.541864,5102
452,453,2012-03-28,yaz,2012,3,0,3,1,1,19.850847,23.5475,48.125,19.541957,5698
453,454,2012-03-29,yaz,2012,3,0,4,1,1,20.260847000000000,24.1152,43.916700000000000,21.41655,6133
454,455,2012-03-30,yaz,2012,3,0,5,1,2,15.17,18.78105,58.0833,9.250489,5459
455,456,2012-03-31,yaz,2012,3,0,6,0,2,17.390847,21.0854,73.83330000000000,16.791339,6235
456,457,2012-04-01,yaz,2012,4,0,0,0,2,17.459153,20.864350000000000,67.625,11.541889,6041
457,458,2012-04-02,yaz,2012,4,0,1,1,1,17.790433,21.37565,50.43480000000000,20.913313,5936
458,459,2012-04-03,yaz,2012,4,0,2,1,1,19.133347,23.07415,39.6667,6.708911,6772
459,460,2012-04-04,yaz,2012,4,0,3,1,1,22.208347,26.6725,46.958300000000000,12.125325,6436
460,461,2012-04-05,yaz,2012,4,0,4,1,1,17.835,21.55815,37.416700000000000,14.708443,6457
461,462,2012-04-06,yaz,2012,4,0,5,1,1,16.536653,19.53835,37.7083,20.125996,6460
462,463,2012-04-07,yaz,2012,4,0,6,0,1,17.9375,21.306450000000000,25.416700000000000,18.416357000000000,6857
463,464,2012-04-08,yaz,2012,4,0,0,0,1,20.5,24.62125,27.5833,15.583932000000000,5169
464,465,2012-04-09,yaz,2012,4,0,1,1,1,20.055847,23.8319,31.75,23.999132,5585
465,466,2012-04-10,yaz,2012,4,0,2,1,1,18.313347,21.81165,43.5,16.708125000000000,5918
466,467,2012-04-11,yaz,2012,4,0,3,1,1,14.296536,16.863700000000000,46.9565,19.783358,4862
467,468,2012-04-12,yaz,2012,4,0,4,1,1,16.2975,19.3802,46.625,19.458743,5409
468,469,2012-04-13,yaz,2012,4,0,5,1,1,18.142500000000000,21.5904,40.8333,10.416557,6398
469,470,2012-04-14,yaz,2012,4,0,6,0,1,20.295000000000000,24.3998,50.291700000000000,12.791439,7460
470,471,2012-04-15,yaz,2012,4,0,0,0,1,24.873347,28.69375,50.79170000000000,15.083643,7132
471,472,2012-04-16,yaz,2012,4,1,1,0,1,27.230847000000000,30.746250000000000,56.166700000000000,19.083543,6370
472,473,2012-04-17,yaz,2012,4,0,2,1,1,24.941653000000000,29.92435,39.0417,18.333143,6691
473,474,2012-04-18,yaz,2012,4,0,3,1,2,18.996653,22.8519,56.9167,11.250104000000000,4367
474,475,2012-04-19,yaz,2012,4,0,4,1,1,?,24.6523,61.25000000000000,4.417256400000000,6565
475,476,2012-04-20,yaz,2012,4,0,5,1,1,21.593347,25.78875,69.4583,10.041357,7290
476,477,2012-04-21,yaz,2012,4,0,6,0,1,23.370000000000000,27.14605,68.2917,19.000329000000000,6624
477,478,2012-04-22,yaz,2012,4,0,0,0,3,16.263347,19.4752,83.54170000000000,23.084582,1027
478,479,2012-04-23,yaz,2012,4,0,1,1,2,13.188347000000000,15.056250000000000,76.66670000000000,20.334232,3214
479,480,2012-04-24,yaz,2012,4,0,2,1,1,16.946653,20.26415,45.4167,16.708661,5633
480,481,2012-04-25,yaz,2012,4,0,3,1,1,19.543347,23.51585,42.7917,7.959064000000000,6196
481,482,2012-04-26,yaz,2012,4,0,4,1,2,20.431653000000000,24.17915,75.66670000000000,11.833875,5026
482,483,2012-04-27,yaz,2012,4,0,5,1,1,18.7575,22.63185,40.0833,23.291411000000000,6233
483,484,2012-04-28,yaz,2012,4,0,6,0,2,15.443347000000000,18.8752,48.9583,8.708325,4220
484,485,2012-04-29,yaz,2012,4,0,0,0,1,18.791653,22.50605,58.7083,7.8328360000000000,6304
485,486,2012-04-30,yaz,2012,4,0,1,1,2,19.030847,22.8848,57.00000000000000,11.499746,5572
486,487,2012-05-01,yaz,2012,5,0,2,1,2,25.146653,28.85105,65.95830000000000,10.458432,5740
487,488,2012-05-02,yaz,2012,5,0,3,1,1,23.130847,26.894800000000000,79.7083,9.249886000000000,6169
488,489,2012-05-03,yaz,2012,5,0,4,1,2,22.96,26.862100000000000,76.83330000000000,8.957632,6421
489,490,2012-05-04,yaz,2012,5,0,5,1,1,25.7275,29.54585,73.54170000000000,10.916846,6296
490,491,2012-05-05,yaz,2012,5,0,6,0,2,25.488347000000000,29.2304,75.66670000000000,10.250464000000000,6883
491,492,2012-05-06,yaz,2012,5,0,0,0,2,23.0625,27.336850000000000,74.0,10.041893000000000,6359
492,493,2012-05-07,yaz,2012,5,0,1,1,2,22.037500000000000,26.3571,66.41670000000000,15.458307000000000,6273
493,494,2012-05-08,yaz,2012,5,0,2,1,2,23.848347,27.87355,68.58330000000000,19.833943000000000,5728
494,495,2012-05-09,yaz,2012,5,0,3,1,2,23.575,27.65125,74.4167,14.499604,4717
495,496,2012-05-10,yaz,2012,5,0,4,1,1,20.739153000000000,24.58915,55.2083,21.042221,6572
496,497,2012-05-11,yaz,2012,5,0,5,1,1,21.866653,26.04165,36.0417,15.874779000000000,7030
497,498,2012-05-12,yaz,2012,5,0,6,0,1,23.130847,27.24085,48.0417,8.249911000000000,7429
498,499,2012-05-13,yaz,2012,5,0,0,0,1,25.1125,29.2619,57.62500000000000,15.082839,6118
499,500,2012-05-14,yaz,2012,5,0,1,1,2,23.506653,27.495000000000000,78.95830000000000,14.250364000000000,2843
500,501,2012-05-15,yaz,2012,5,0,2,1,2,25.078347000000000,28.8202,79.45830000000000,9.875264,5115
501,502,2012-05-16,yaz,2012,5,0,3,1,1,26.103347,29.798750000000000,69.7917,8.208304,7424
502,503,2012-05-17,yaz,2012,5,0,4,1,1,24.326653,28.630650000000000,52.0,15.374825000000000,7384
503,504,2012-05-18,yaz,2012,5,0,5,1,1,23.130847,27.55605,52.33330000000000,9.166739,7639
504,505,2012-05-19,yaz,2012,5,0,6,0,1,24.600000000000000,28.345400000000000,45.625,5.626325,8294
505,506,2012-05-20,yaz,2012,5,0,0,0,1,25.454153000000000,29.19835,53.041700000000000,17.042589,7129
506,507,2012-05-21,yaz,2012,5,0,1,1,2,24.531653,28.283350000000000,81.125,15.624668,4359
507,508,2012-05-22,yaz,2012,5,0,2,1,2,25.215,29.04125,76.5833,7.9171890000000000,6073
508,509,2012-05-23,yaz,2012,5,0,3,1,2,25.488347000000000,29.230600000000000,77.45830000000000,6.834,5260
